source,target,value
/wp-content/plugins/nextgen-gallery/static/GalleryDisplay/shave.js?ver=3.59.11,/wp-content/plugins/nextgen-gallery/static/Lightbox/lightbox_context.js?ver=3.59.11,1
/wp-content/plugins/nextgen-gallery/static/Lightbox/lightbox_context.js?ver=3.59.11,/wp-content/plugins/nextgen-gallery/static/GalleryDisplay/common.js?ver=3.59.11,2
/wp-content/plugins/nextgen-gallery/static/GalleryDisplay/common.js?ver=3.59.11,/wp-content/plugins/nextgen-gallery/static/Lightbox/simplelightbox/simple-lightbox.js?ver=3.59.11,1
/wp-content/plugins/nextgen-gallery/static/Lightbox/simplelightbox/simple-lightbox.js?ver=3.59.11,/wp-content/plugins/nextgen-gallery/static/Lightbox/simplelightbox/nextgen_simple_lightbox_init.js?ver=3.59.11,3
/wp-content/plugins/nextgen-gallery/static/Lightbox/simplelightbox/nextgen_simple_lightbox_init.js?ver=3.59.11,/wp-content/themes/simple-grid/assets/js/jquery.fitvids.min.js,2
/wp-content/themes/simple-grid/assets/js/jquery.fitvids.min.js,/wp-content/themes/simple-grid/assets/js/navigation.js,7
/wp-content/themes/simple-grid/assets/js/navigation.js,/wp-content/themes/simple-grid/assets/js/skip-link-focus-fix.js,8
/wp-content/themes/simple-grid/assets/js/skip-link-focus-fix.js,/wp-includes/js/imagesloaded.min.js?ver=5.0.0,6
/wp-includes/js/imagesloaded.min.js?ver=5.0.0,/wp-content/themes/simple-grid/assets/js/custom.js,7
/wp-content/themes/simple-grid/assets/js/custom.js,/wp-content/plugins/to-top/public/js/to-top-public.js?ver=2.5.4,3
/wp-content/plugins/to-top/public/js/to-top-public.js?ver=2.5.4,/wp-content/themes/simple-grid/assets/js/html5shiv.js,3
/wp-content/themes/simple-grid/assets/js/html5shiv.js,/wp-content/plugins/nextgen-gallery/static/FontAwesome/js/all.min.js?ver=5.3.1,2
/wp-content/plugins/nextgen-gallery/static/FontAwesome/js/all.min.js?ver=5.3.1,/wp-includes/js/wp-emoji-release.min.js?ver=ba9feeafe26325fb6040798b29d62616,6
/wp-includes/js/wp-emoji-release.min.js?ver=ba9feeafe26325fb6040798b29d62616,/favicon.ico,2
/favicon.ico,/wp-includes/images/w-logo-blue-white-bg.png,11
/wp-includes/images/w-logo-blue-white-bg.png,/robots.txt,4
/robots.txt,/favicon.ico,2
/robots.txt,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8388-thumb.jpg,1
/wp-content/gallery/karlstejn-czech-republic/raw__MG_0837-thumb.jpg,/robots.txt,1
/robots.txt,/robots.txt,88
/robots.txt,/wp-content/gallery/shooglenifty-20060811-gromo/f241560184-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_4984-thumb.jpg,/wp-content/gallery/karlstejn-czech-republic/raw__MG_0829-thumb.jpg,1
/wp-content/gallery/co-mayo-ireland/thumbs/thumbs_raw__MG_6995-thumb.jpg,/robots.txt,1
/robots.txt,/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1697-thumb.jpg,1
/music/nggallery/album/altan/page/4,/robots.txt,1
/robots.txt,/wp-content/gallery/valsavarenche-val-daosta-italy/raw__MG_6056-thumb.jpg,1
/category/wildlife,/category/wildlife/,1
/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_5480-thumb.jpg,/wp-content/gallery/co-clare/raw__MG_6249-thumb.jpg,1
/wp-content/gallery/valsavarenche-val-daosta-italy/raw__MG_2343-thumb.jpg,/wp-content/gallery/co-kerry-ireland/MG_4610-thumb.jpg,1
/music/nggallery/album/capercaillie/page/4,/robots.txt,1
/robots.txt,/wp-content/gallery/co-clare/MG_5056-thumb.jpg,1
/bwg_tag/music/,/music/,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1806-thumb.jpg,/wp-content/gallery/co-kerry-ireland/MG_4704-_MG_4709-thumb.jpg,1
/category/castles,/category/castles/,1
/wp-content/gallery/gwenael-kerleo/f224411336-thumb.jpg,/wp-content/gallery/co-kerry-ireland/MG_4599-thumb.jpg,1
/music/nggallery/music/altan/page/4,/xmlrpc.php,1
/wp-admin/,/xmlrpc.php,1
/xmlrpc.php,/wp-content/gallery/cappadocia-turkey/thumbs/thumbs_raw__MG_8792-thumb.jpg,1
/wp-content/gallery/cappadocia-turkey/thumbs/thumbs_raw__MG_8792-thumb.jpg,/xmlrpc.php,1
/xmlrpc.php,/,7
/,/,28
/,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8131-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1908-thumb.jpg,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_7834-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_7834-thumb.jpg,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1865-thumb.jpg,1
/wp-content/gallery/loreena-mckennitt-20080713-brescia/thumbs/thumbs_f181091560-thumb.jpg,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8314-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8314-thumb.jpg,/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_6053-thumb.jpg,1
/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_6053-thumb.jpg,/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1482-thumb.jpg,1
/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1482-thumb.jpg,/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1422-thumb.jpg,1
/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1422-thumb.jpg,/wp-config.php.bak,1
/wp-config.php.bak,/wp-content/gallery/co-clare/thumbs/thumbs_raw__MG_5456-thumb.jpg,1
/wp-content/gallery/valgrisenche-val-daosta-italy/thumbs/thumbs_raw__MG_0394-thumb.jpg,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1824-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1824-thumb.jpg,/wp-content/gallery/karlstejn-czech-republic/thumbs/thumbs_raw__MG_0716-thumb.jpg,1
/wp-content/gallery/karlstejn-czech-republic/thumbs/thumbs_raw__MG_0716-thumb.jpg,/wp-content/gallery/konopiste-czech-republic/thumbs/thumbs_landscape8-thumb.jpg,1
/wp-content/gallery/konopiste-czech-republic/thumbs/thumbs_landscape8-thumb.jpg,/wp-content/gallery/konopiste-czech-republic/thumbs/thumbs_raw__MG_1038-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1800-thumb.jpg,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223716672-thumb.jpg,1
/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223716672-thumb.jpg,/wp-content/gallery/cappadocia-turkey/thumbs/thumbs_landscape8-thumb.jpg,1
/wp-content/gallery/cappadocia-turkey/thumbs/thumbs_landscape8-thumb.jpg,/wp-content/gallery/cappadocia-turkey/thumbs/thumbs_raw__MG_8723-thumb.jpg,1
/wp-content/gallery/cappadocia-turkey/thumbs/thumbs_raw__MG_8723-thumb.jpg,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1804-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1804-thumb.jpg,/wp-content/gallery/lofoten/thumbs/thumbs_raw__MG_3181.jpg,1
/wp-content/gallery/lofoten/thumbs/thumbs_raw__MG_3181.jpg,/wp-content/gallery/co-kerry-ireland/thumbs/thumbs_MG_4700-thumb.jpg,1
/wp-content/gallery/co-kerry-ireland/thumbs/thumbs_MG_4700-thumb.jpg,/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_5960-thumb.jpg,1
/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_5960-thumb.jpg,/wp-content/gallery/altan-20070929-busto-arsizio/thumbs/thumbs_raw__MG_6638-thumb.jpg,1
/wp-content/gallery/altan-20070929-busto-arsizio/thumbs/thumbs_raw__MG_6638-thumb.jpg,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223122352-thumb.jpg,1
/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223122352-thumb.jpg,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1891-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1891-thumb.jpg,/wp-login.php,1
/wp-login.php?redirect_to=https%3A%2F%2Fwebsite.local.lan%2Fwp-admin%2F&reauth=1,/wp-content/gallery/valdigne-val-daosta/thumbs/thumbs_raw__MG_0218-thumb.jpg,1
/wp-content/gallery/valdigne-val-daosta/thumbs/thumbs_raw__MG_0218-thumb.jpg,/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_2367-raw__MG_2369-thumb.jpg,1
/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_2367-raw__MG_2369-thumb.jpg,/wp-content/gallery/cappadocia-turkey/thumbs/thumbs_raw__MG_8790-thumb.jpg,1
/wp-content/gallery/commodore-joystick/mg_9852-thumb.jpg,/wp-content/gallery/piccolo-san-bernardo-val-daosta-italy/thumbs/thumbs_raw__MG_8329-raw__MG_8333-thumb.jpg,1
/wp-content/gallery/co-kerry-ireland/thumbs/thumbs_MG_4698-thumb.jpg,/wp-content/gallery/co-mayo-ireland/thumbs/thumbs_raw__MG_6739-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1832-thumb.jpg,/wp-content/gallery/cappadocia-turkey/thumbs/thumbs_raw__MG_8657-thumb.jpg,1
/wp-content/gallery/altan-20070929-busto-arsizio/thumbs/thumbs_raw__MG_6785-thumb.jpg,/wp-content/gallery/co-clare/thumbs/thumbs_MG_5059-thumb.jpg,1
/wp-content/gallery/co-clare/thumbs/thumbs_MG_5059-thumb.jpg,/wp-content/gallery/valgrisenche-val-daosta-italy/thumbs/thumbs_raw__MG_7817-raw__MG_7821-thumb.jpg,1
/wp-content/gallery/valgrisenche-val-daosta-italy/thumbs/thumbs_raw__MG_7817-raw__MG_7821-thumb.jpg,/wp-content/gallery/co-clare/thumbs/thumbs_raw__MG_5381-thumb.jpg,1
/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_5962-thumb.jpg,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f222635864-thumb.jpg,1
/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f222635864-thumb.jpg,/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_5994-thumb.jpg,1
/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_5994-thumb.jpg,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1828-thumb.jpg,1
/Vacation/1996/Photos/tonbridge.jpg,/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_5969-thumb.jpg,1
/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_5969-thumb.jpg,/wp-content/gallery/cappadocia-turkey/thumbs/thumbs_raw__MG_8741-thumb.jpg,1
/wp-content/gallery/cappadocia-turkey/thumbs/thumbs_raw__MG_8741-thumb.jpg,/wp-content/gallery/co-kerry-ireland/thumbs/thumbs_MG_4699-thumb.jpg,1
/wp-content/gallery/co-kerry-ireland/thumbs/thumbs_MG_4699-thumb.jpg,/wp-content/gallery/altan-20070929-busto-arsizio/thumbs/thumbs_raw__MG_6809-thumb.jpg,1
/wp-content/gallery/altan-20070929-busto-arsizio/thumbs/thumbs_raw__MG_6809-thumb.jpg,/wp-content/gallery/co-mayo-ireland/thumbs/thumbs_raw__MG_6962-thumb.jpg,1
/wp-content/gallery/co-mayo-ireland/thumbs/thumbs_raw__MG_6962-thumb.jpg,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1908-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1908-thumb.jpg,/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_5982-thumb.jpg,1
/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_5982-thumb.jpg,/wp-content/gallery/altan-20070929-busto-arsizio/thumbs/thumbs_raw__MG_6732-thumb.jpg,1
/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223825792-thumb.jpg,/wp-content/gallery/piccolo-san-bernardo-val-daosta-italy/thumbs/thumbs_MG_2288-thumb.jpg,1
/wp-content/gallery/gwenael-kerleo/cache/f223411432-thumb.jpg-nggid041286-ngg0dyn-240x160x100-00f0w010c011r110f110r010t010.jpg,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1904-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1904-thumb.jpg,/wp-content/gallery/konopiste-czech-republic/thumbs/thumbs_raw__MG_1032-thumb.jpg,1
/wp-content/gallery/konopiste-czech-republic/thumbs/thumbs_raw__MG_1032-thumb.jpg,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224048312-thumb.jpg,1
/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224048312-thumb.jpg,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1849-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1849-thumb.jpg,/wp-content/gallery/co-clare/thumbs/thumbs_MG_5037-thumb.jpg,1
/wp-content/gallery/co-clare/thumbs/thumbs_MG_5037-thumb.jpg,/wp-content/gallery/co-mayo-ireland/thumbs/thumbs_raw__MG_7119-thumb.jpg,1
/wp-content/gallery/co-mayo-ireland/thumbs/thumbs_raw__MG_7119-thumb.jpg,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8422-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8422-thumb.jpg,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1830-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1830-thumb.jpg,/wp-content/gallery/co-kerry-ireland/thumbs/thumbs_MG_4676-thumb.jpg,1
/wp-content/gallery/co-kerry-ireland/thumbs/thumbs_MG_4676-thumb.jpg,/wp-content/gallery/concert-in-asti-italy/raw__MG_5328-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy/raw__MG_5328-thumb.jpg,/wp-content/gallery/concert-in-asti-italy/raw__MG_5270-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy/raw__MG_5270-thumb.jpg,/wp-content/gallery/concert-in-asti-italy/raw__MG_5342-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy/raw__MG_5342-thumb.jpg,/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_5123-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_5123-thumb.jpg,/music/nggallery/album/folkstone/page/3,1
/music/nggallery/album/folkstone/page/3,/music/nggallery/album/folkstone/page/1,1
/music/nggallery/album/folkstone/page/1,/wp-content/gallery/co-mayo-ireland/raw__MG_6726-thumb.jpg,1
/wp-content/gallery/co-mayo-ireland/raw__MG_6726-thumb.jpg,/travels/nggallery/ireland/co-kerry-ireland/page/1,1
/travels/nggallery/ireland/co-kerry-ireland/page/1,/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_5296-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_5296-thumb.jpg,/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_5272-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_5272-thumb.jpg,/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_5237-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_5237-thumb.jpg,/music/nggallery/album/folkstone/page/9,1
/music/nggallery/album/folkstone/page/9,/Capercaillie/,1
/,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1814-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_4925-thumb.jpg,/robots.txt,1
/robots.txt,/projects/jUPS/,2
/projects/JEvaluator/,/wp-content/gallery/valnontey-val-daosta-italy-1/thumbs/thumbs_raw__MG_8524-thumb.jpg,1
/wp-content/gallery/valnontey-val-daosta-italy-1/thumbs/thumbs_raw__MG_8524-thumb.jpg,/admin/js/kcfinder/upload.php,1
/admin/js/kcfinder/upload.php,/plugins/kcfinder/upload.php,1
/backend/kcfinder/upload.php,/assets/plugins/kcfinder/upload.php,1
/assets/plugins/kcfinder/upload.php,/.git/config,1
/.git/config,/robots.txt,1
/robots.txt,/xmlrpc.php,5
/wp-login.php?redirect_to=https%3A%2F%2Fwebsite.local.lan%2Fwp-admin%2F&reauth=1,/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1485-thumb.jpg,1
/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1485-thumb.jpg,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223288088-thumb.jpg,1
/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223288088-thumb.jpg,/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_6045-thumb.jpg,1
/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_6045-thumb.jpg,/wp-content/gallery/royal-palace-of-turin-italy/thumbs/thumbs_MG_3031-thumb.jpg,1
/wp-content/gallery/royal-palace-of-turin-italy/thumbs/thumbs_MG_3031-thumb.jpg,/wp-content/gallery/konopiste-czech-republic/thumbs/thumbs_raw__MG_1061-thumb.jpg,1
/wp-content/gallery/konopiste-czech-republic/thumbs/thumbs_raw__MG_1061-thumb.jpg,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8389-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8389-thumb.jpg,/xmlrpc.php,1
/xmlrpc.php,/wp-config.backup,1
/wp-config.backup,/xmlrpc.php,1
/xmlrpc.php,/assets/fonts/chosen.php,1
/assets/fonts/chosen.php,/xmlrpc.php,1
/wp-login.php?redirect_to=https%3A%2F%2Fwebsite.local.lan%2Fwp-admin%2F&reauth=1,/wp-content/uploads/2017/04/raw__MG_2684-1-1024x640.jpg,1
/wp-content/uploads/2017/04/raw__MG_2684-1-1024x640.jpg,/wp-content/uploads/2017/04/raw_IMG_8828-1024x681.jpg,1
/wp-content/uploads/2017/04/raw_IMG_8828-1024x681.jpg,/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_5050-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_5050-thumb.jpg,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8161-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8161-thumb.jpg,/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_6002-thumb.jpg,1
/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_6002-thumb.jpg,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223481296-thumb.jpg,1
/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223481296-thumb.jpg,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8099-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8099-thumb.jpg,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8300-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8300-thumb.jpg,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1826-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1826-thumb.jpg,/wp-content/gallery/loreena-mckennitt-20080713-brescia/thumbs/thumbs_f179215456-thumb.jpg,1
/wp-content/gallery/loreena-mckennitt-20080713-brescia/thumbs/thumbs_f179215456-thumb.jpg,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1849-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1849-thumb.jpg,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223550896-thumb.jpg,1
/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223550896-thumb.jpg,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_7839-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_7839-thumb.jpg,/wp-content/gallery/konopiste-czech-republic/thumbs/thumbs_landscape9-thumb.jpg,1
/wp-content/gallery/konopiste-czech-republic/thumbs/thumbs_landscape9-thumb.jpg,/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1533-thumb.jpg,1
/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1533-thumb.jpg,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1891-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1891-thumb.jpg,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8299-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8299-thumb.jpg,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8087-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8087-thumb.jpg,/wp-content/gallery/konopiste-czech-republic/thumbs/thumbs_landscape1-thumb.jpg,1
/wp-content/gallery/konopiste-czech-republic/thumbs/thumbs_landscape1-thumb.jpg,/,1
/,/wp-login.php,6
/wp-login.php,/robots.txt,1
/robots.txt,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_7955-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_7955-thumb.jpg,/xmlrpc.php,1
/xmlrpc.php,/wp-content/plugins/nextgen-gallery/xml/media-rss.php,1
/photography/index.php/rss/feed/gallery/album/1,/photography/rss/feed/gallery/album/1,1
/feed/,/xmlrpc.php,2
/xmlrpc.php,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8050-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8050-thumb.jpg,/wp-content/gallery/konopiste-czech-republic/thumbs/thumbs_landscape10-thumb.jpg,1
/wp-content/gallery/konopiste-czech-republic/thumbs/thumbs_landscape10-thumb.jpg,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_7996-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_7996-thumb.jpg,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224383408-thumb.jpg,1
/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224383408-thumb.jpg,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_7816-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_7816-thumb.jpg,/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1407-thumb.jpg,1
/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1407-thumb.jpg,/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1432-thumb.jpg,1
/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1432-thumb.jpg,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1834-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1834-thumb.jpg,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f222846008-thumb.jpg,1
/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f222846008-thumb.jpg,/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_5040-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy/thumbs/thumbs_raw__MG_5040-thumb.jpg,/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1506-thumb.jpg,1
/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1827-thumb.jpg,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8163-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8163-thumb.jpg,/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1817-thumb.jpg,1
/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1817-thumb.jpg,/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_6052-thumb.jpg,1
/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_6052-thumb.jpg,/wp-content/gallery/altan-20070929-busto-arsizio/thumbs/thumbs_raw__MG_6805-thumb.jpg,1
/wp-content/gallery/altan-20070929-busto-arsizio/thumbs/thumbs_raw__MG_6805-thumb.jpg,/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_6054-thumb.jpg,1
/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_6054-thumb.jpg,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_7868-thumb.jpg,1
/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_7868-thumb.jpg,/wp-content/uploads/2017/04/raw_IMG_8828-1024x681.jpg,1
/wp-content/uploads/2017/04/raw_IMG_8828-1024x681.jpg,/wp-content/uploads/2017/04/20090101-dunguaire.1-1440x900-1024x640.jpg,1
/wp-content/uploads/2017/04/20090101-dunguaire.1-1440x900-1024x640.jpg,/wp-content/uploads/2017/04/raw__MG_8221-1024x640.jpg,1
/wp-content/uploads/2017/04/raw__MG_8221-1024x640.jpg,/wp-content/uploads/2017/04/raw__MG_2684-1-1024x640.jpg,1
/wp-content/uploads/2017/04/raw__MG_2684-1-1024x640.jpg,/xmlrpc.php,1
/xmlrpc.php,/wp-content/uploads/2022/01/github-1536x1536.png,1
/wp-content/uploads/2022/01/github-1536x1536.png,/,1
/,/./.git/config,1
/./.git/config,/~/.gitconfig,1
/~/.gitconfig,/etc/gitconfig,1
/etc/gitconfig,/usr/local/etc/gitconfig,1
/usr/local/etc/gitconfig,/~/.config/git/config,1
/~/.config/git/config,/opt/git/etc/gitconfig,1
/opt/git/etc/gitconfig,/etc/gitconfig.d/config.conf,1
/etc/gitconfig.d/config.conf,/./.git/worktrees/config,1
/./.git/worktrees/config,/etc/xdg/git/config,1
/etc/xdg/git/config,/usr/etc/gitconfig,1
/usr/etc/gitconfig,/usr/share/git/config,1
/usr/share/git/config,/etc/git/etc/gitconfig,1
/etc/git/etc/gitconfig,/usr/local/share/git/config,1
